,Unnamed: 0,Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti,Qiyməti,Yerlərin sayı,Sahiblər,Hansı bazar üçün yığılıb
2524,2524,Bakı,Mitsubishi,Pajero,2013,Offroader / SUV,Ağ,3.5 L/202 a.g./Benzin,134 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",35 500 AZN,5.0,0.0,Avropa
2525,2525,Bakı,LADA (VAZ),Niva,2021,Offroader / SUV,Qara,1.7 L/83 a.g./Benzin,18 000 km,Mexaniki,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",23 000 AZN,5.0,1.0,Rəsmi diler
2526,2526,Bakı,Toyota,Camry,2022,Sedan,Ağ,2.5 L/218 a.g./Hibrid,8 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",42 800 USD,5.0,1.0,Rəsmi diler
2527,2527,Bakı,Mercedes,S 63 AMG,2018,Sedan,Qara,4.0 L/612 a.g./Benzin,67 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",112 000 USD,4.0,1.0,Avropa
2528,2528,Bakı,Kia,Optima,2010,Sedan,Gümüşü,2.0 L/165 a.g./Benzin,194 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənib",20 900 AZN,5.0,2.0,Koreya
2529,2529,Bakı,Toyota,Corolla,2005,Universal,Mavi,1.4 L/90 a.g./Dizel,188 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",15 000 AZN,5.0,0.0,Avropa
2530,2530,Goranboy,Baic,X7,2021,Offroader / SUV,Ağ,1.5 L/150 a.g./Benzin,17 278 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",49 000 AZN,5.0,1.0,Amerika
2531,2531,Bakı,Hyundai,Tucson,2008,Offroader / SUV,Ağ,2.0 L/140 a.g./Dizel,172 639 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",17 900 AZN,4.0,2.0,Koreya
2532,2532,Bakı,BMW,528,2011,Sedan,Ağ,2.0 L/245 a.g./Benzin,206 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",29 500 AZN,5.0,2.0,Amerika
2533,2533,Qobustan,LADA (VAZ),2104,2011,Universal,Tünd qırmızı,1.5 L/65 a.g./Benzin,28 421 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",8 700 AZN,5.0,1.0,Avropa
2534,2534,Bakı,Nissan,Tiida,2006,Hetçbek,Göy,1.6 L/110 a.g./Benzin,166 969 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 500 AZN,5.0,2.0,Rəsmi diler
2535,2535,Bakı,Toyota,RAV 4,2022,Offroader / SUV,Qara,2.5 L/222 a.g./Hibrid,3 400 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",38 900 USD,5.0,1.0,Digər
2536,2536,Sumqayıt,LADA (VAZ),2107,2010,Sedan,Qara,1.6 L/75 a.g./Benzin,87 540 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənib",5 850 AZN,4.0,2.0,Rusiya
2537,2537,Bakı,Kia,Sorento,2014,Offroader / SUV,Ağ,2.0 L/184 a.g./Dizel,97 408 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",38 900 AZN,5.0,1.0,Koreya
2538,2538,Ağdaş,LADA (VAZ),21011,1982,Sedan,Sarı,1.6 L/75 a.g./Benzin,95 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənib",3 200 AZN,5.0,1.0,Rusiya
2539,2539,Bakı,Hyundai,Sonata,2016,Sedan,Gümüşü,2.0 L/245 a.g./Benzin,77 696 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",31 800 AZN,5.0,1.0,Koreya
2540,2540,Bakı,Mercedes,S 280,1993,Sedan,Gümüşü,2.8 L/193 a.g./Benzin,369 347 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",4 900 AZN,5.0,1.0,Avropa
2541,2541,Sumqayıt,LADA (VAZ),2106,1988,Sedan,Ağ,1.6 L/75 a.g./Benzin,56 780 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənib",2 200 AZN,4.0,2.0,Rusiya
2542,2542,Bakı,Chevrolet,Cruze,2013,Sedan,Qara,1.4 L/140 a.g./Benzin,316 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənib",11 700 AZN,5.0,2.0,Amerika
2543,2543,Bakı,Mercedes,Viano,2005,Minivan,Gümüşü,2.0 L/125 a.g./Dizel,718 745 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",22 800 AZN,7.0,2.0,Avropa
2544,2544,Bakı,Mercedes,ML 350,2003,Offroader / SUV,Qara,3.5 L/272 a.g./Benzin,118 124 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənib",12 400 AZN,5.0,3.0,Amerika
2545,2545,Gəncə,Mercedes,Sprinter 411,2005,Furqon,Ağ,2.2 L/125 a.g./Dizel,460 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",21 700 AZN,3.0,1.0,Digər
2546,2546,Bakı,Volkswagen,Touareg,2006,Offroader / SUV,Gümüşü,3.2 L/220 a.g./Benzin,390 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",12 900 AZN,5.0,1.0,Avropa
2547,2547,Bakı,Mercedes,C 240,1997,Sedan,Gümüşü,2.4 L/170 a.g./Benzin,389 864 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 500 AZN,5.0,1.0,Avropa
2548,2548,Bakı,Mercedes,E 300,1994,Sedan,Gümüşü,3.0 L/147 a.g./Dizel,350 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",7 000 AZN,5.0,2.0,Avropa
2549,2549,Xaçmaz,LADA (VAZ),2107,2011,Sedan,Qara,1.6 L/75 a.g./Benzin,90 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu var, rənglənib",6 100 AZN,5.0,1.0,Digər
2550,2550,Naftalan,Toyota,Corolla,2006,Hetçbek,Boz,1.4 L/90 a.g./Dizel,250 000 km,Robotlaşdırılmış,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",11 500 AZN,5.0,1.0,Avropa
2551,2551,Bakı,Chevrolet,Cruze,2015,Sedan,Qəhvəyi,1.4 L/140 a.g./Benzin,175 418 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",15 600 AZN,5.0,1.0,Avropa
2552,2552,Bakı,Mercedes,GLS 450,2021,Offroader / SUV,Qara,3.0 L/367 a.g./Benzin,10 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",124 900 USD,7.0,1.0,Avropa
2553,2553,Bakı,Volkswagen,Golf,1997,Hetçbek,Yaşıl,1.9 L/110 a.g./Dizel,460 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",3 800 AZN,5.0,1.0,Avropa
2554,2554,Bakı,Bestune,T99,2020,Offroader / SUV,Qara,2.0 L/225 a.g./Benzin,40 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",47 500 AZN,5.0,1.0,Rəsmi diler
2555,2555,Bakı,Land Rover,RR Sport,2016,Offroader / SUV,Qızılı,3.0 L/340 a.g./Benzin,128 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",54 500 USD,5.0,1.0,Digər
2556,2556,Bakı,Mercedes,GLE 53 AMG,2022,Offroader / SUV,Qara,3.0 L/435 a.g./Benzin,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",134 900 USD,4.0,1.0,Avropa
2557,2557,Sumqayıt,Mercedes,E 220,2008,Sedan,Qara,2.2 L/170 a.g./Dizel,287 405 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",27 800 AZN,5.0,1.0,Avropa
2558,2558,Bakı,Toyota,Highlander,2022,Offroader / SUV,Ağ,2.5 L/249 a.g./Benzin,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",52 500 USD,7.0,1.0,Dubay
2559,2559,Bakı,Toyota,Highlander,2022,Offroader / SUV,Yaş Asfalt,2.5 L/249 a.g./Benzin,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",59 500 USD,7.0,1.0,Dubay
2560,2560,Bakı,Nissan,Patrol,2014,Offroader / SUV,Qara,5.6 L/405 a.g./Benzin,118 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",47 000 USD,7.0,2.0,Rəsmi diler
2561,2561,Bakı,Kia,K7,2016,Sedan,Ağ,2.2 L/201 a.g./Dizel,138 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",25 600 USD,5.0,1.0,Koreya
2562,2562,Bakı,Mercedes,S 500 4Matic,2020,Sedan,Qara,3.0 L/435 a.g./Benzin,23 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",165 000 USD,5.0,1.0,Rəsmi diler
2563,2563,Bakı,Hyundai,Santa Fe,2009,Offroader / SUV,Qara,2.0 L/184 a.g./Dizel,171 000 km,Avtomat,Ön,Xeyr,"Vuruğu var, rənglənib",28 200 AZN,7.0,1.0,Koreya
2564,2564,Bakı,Hyundai,Accent,2007,Hetçbek,Qırmızı,1.6 L/112 a.g./Benzin,203 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",10 500 AZN,5.0,2.0,Avropa
2565,2565,Bakı,Mercedes,E 300 de,2022,Sedan,Qara,2.0 L/306 a.g./Plug-in Hibrid,0 km,Avtomat,Arxa,Bəli,"Vuruğu yoxdur, rənglənməyib",76 000 USD,5.0,1.0,Avropa
2566,2566,Bakı,Toyota,Prado,2010,Offroader / SUV,Qara,2.7 L/167 a.g./Benzin,168 500 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",41 500 AZN,7.0,2.0,Avropa
2567,2567,Xırdalan,Land Rover,RR Sport,2006,Offroader / SUV,Qara,2.7 L/190 a.g./Dizel,271 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",24 300 AZN,5.0,2.0,Rəsmi diler
2568,2568,Bakı,Land Rover,RR Sport,2016,Offroader / SUV,Qızılı,3.0 L/340 a.g./Benzin,128 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",54 500 USD,5.0,1.0,Digər
2569,2569,Bakı,Mercedes,CLS 500,2012,Kupe,Qara,4.7 L/408 a.g./Benzin,85 555 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",32 800 USD,4.0,0.0,Avropa
2570,2570,Gəncə,LADA (VAZ),2107,2004,Sedan,Tünd qırmızı,1.6 L/75 a.g./Benzin,300 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",5 300 AZN,5.0,2.0,Rusiya
2571,2571,Bakı,Volkswagen,Touareg,2012,Offroader / SUV,Ağ,3.6 L/280 a.g./Benzin,95 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",24 500 USD,5.0,1.0,Rəsmi diler
2572,2572,Gəncə,Mercedes,C 180,1999,Sedan,Gümüşü,1.8 L/122 a.g./Benzin,323 326 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 300 AZN,5.0,2.0,Avropa
2573,2573,Bakı,Hyundai,Santa Fe,2013,Offroader / SUV,Gümüşü,2.2 L/197 a.g./Dizel,118 370 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",37 200 AZN,7.0,1.0,Koreya
2574,2574,Bakı,Hyundai,Sonata,2015,Sedan,Gümüşü,2.0 L/245 a.g./Benzin,112 353 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",29 700 AZN,5.0,1.0,Koreya
2575,2575,Bakı,Kia,Rio,2011,Sedan,Gümüşü,1.6 L/110 a.g./Benzin,62 916 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",18 000 AZN,5.0,1.0,Koreya
2576,2576,Bakı,Hyundai,i30,2014,Universal,Ağ,1.6 L/128 a.g./Dizel,114 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",21 800 AZN,5.0,1.0,Avropa
2577,2577,Bakı,Kia,Sorento,2016,Offroader / SUV,Yaş Asfalt,2.0 L/186 a.g./Dizel,108 138 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",43 200 AZN,5.0,1.0,Koreya
2578,2578,Bakı,Volkswagen,Passat,2007,Sedan,Ağ,2.0 L/200 a.g./Benzin,253 200 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",10 700 AZN,5.0,1.0,Avropa
2579,2579,Bakı,Kia,Rio,2014,Sedan,Ağ,1.6 L/123 a.g./Benzin,99 270 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",19 900 AZN,5.0,1.0,Koreya
2580,2580,Bakı,Toyota,RAV 4,2021,Offroader / SUV,Ağ,2.0 L/149 a.g./Benzin,31 562 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",34 800 USD,5.0,1.0,Rəsmi diler
2581,2581,Bakı,Mercedes,E 220,2007,Universal,Gümüşü,2.2 L/170 a.g./Dizel,360 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",17 500 AZN,5.0,2.0,Avropa
2582,2582,Bakı,BMW,530,2019,Sedan,Ağ,2.0 L/249 a.g./Benzin,89 801 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",41 900 USD,5.0,1.0,Avropa
2583,2583,Bakı,Hyundai,Santa Fe,2014,Offroader / SUV,Ağ,2.4 L/175 a.g./Benzin,65 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",40 500 AZN,5.0,1.0,Rəsmi diler
2584,2584,Bakı,Volkswagen,Touareg,2010,Offroader / SUV,Qara,3.6 L/280 a.g./Benzin,190 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",30 900 AZN,5.0,1.0,Avropa
2585,2585,Bakı,Chevrolet,Cruze,2011,Sedan,Yaş Asfalt,1.4 L/140 a.g./Benzin,172 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 400 AZN,5.0,0.0,Amerika
2586,2586,Quba,Mercedes,E 280,1996,Sedan,Gümüşü,2.8 L/193 a.g./Benzin,282 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",11 400 AZN,5.0,2.0,Yaponiya
2587,2587,Bakı,Mercedes,190,1992,Sedan,Boz,2.0 L/122 a.g./Benzin,250 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",4 900 AZN,5.0,1.0,Avropa
2588,2588,Bakı,Kia,Sorento,2015,Offroader / SUV,Ağ,2.0 L/184 a.g./Dizel,103 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",39 900 AZN,5.0,1.0,Koreya
2589,2589,Bakı,Volkswagen,ID.6,2022,Offroader / SUV,Yaş Asfalt,0.0 L/204 a.g./Elektro,0 km,Avtomat,Arxa,Bəli,"Vuruğu yoxdur, rənglənməyib",44 100 USD,7.0,1.0,Avropa
2590,2590,Bakı,BMW,X5,2009,Offroader / SUV,Ağ,4.8 L/355 a.g./Benzin,278 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",27 500 AZN,5.0,1.0,Avropa
2591,2591,Bakı,Khazar,LX,2021,Sedan,Qara,1.7 L/113 a.g./Benzin,98 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 800 AZN,5.0,1.0,Avropa
2592,2592,Bakı,Bestune,T77,2022,Offroader / SUV,Sarı,1.5 L/170 a.g./Benzin,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",45 900 AZN,5.0,1.0,Avropa
2593,2593,Bakı,Mercedes,GL 350,2013,Offroader / SUV,Qara,3.0 L/258 a.g./Dizel,275 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",39 900 USD,5.0,1.0,Avropa
2594,2594,Bakı,Jetour,X90 PLUS,2022,Offroader / SUV,Göy,1.6 L/197 a.g./Benzin,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",54 700 AZN,5.0,1.0,Avropa
2595,2595,Bakı,Mercedes,GLE 450 4Matic Coupe,2022,Offroader / SUV,Qara,3.0 L/367 a.g./Benzin,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",191 900 AZN,5.0,1.0,Rəsmi diler
2596,2596,Gəncə,Chevrolet,Cruze,2012,Sedan,Ağ,1.4 L/140 a.g./Benzin,258 920 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 000 AZN,5.0,2.0,Amerika
2597,2597,Bakı,Mercedes,Vito,2008,Minivan,Gümüşü,2.2 L/150 a.g./Dizel,188 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",33 500 AZN,7.0,1.0,Avropa
2598,2598,Bakı,Mercedes,E 200,2010,Sedan,Qara,1.8 L/184 a.g./Benzin,120 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",32 000 AZN,5.0,1.0,Avropa
2599,2599,Bakı,Mercedes,GLS 450,2022,Offroader / SUV,Qara,3.0 L/367 a.g./Benzin,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",145 555 USD,5.0,0.0,Avropa
2600,2600,Bakı,Toyota,Land Cruiser,2009,Offroader / SUV,Ağ,4.0 L/282 a.g./Benzin,225 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",30 500 USD,7.0,1.0,Avropa
2601,2601,Bakı,Toyota,Prado,2008,Offroader / SUV,Qara,2.7 L/163 a.g./Benzin,199 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",35 000 AZN,5.0,1.0,Rəsmi diler
2602,2602,Bakı,Nissan,Note,2014,Hetçbek,Mavi,1.2 L/79 a.g./Benzin,33 355 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 900 AZN,5.0,1.0,Yaponiya
2603,2603,Bakı,Audi,Q7,2017,Offroader / SUV,Boz,3.0 L/333 a.g./Benzin,116 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",50 800 USD,5.0,1.0,Avropa
2604,2604,Bakı,Toyota,Highlander,2022,Offroader / SUV,Qara,2.5 L/249 a.g./Hibrid,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",59 500 USD,5.0,1.0,Avropa
2605,2605,Bakı,Toyota,Prius,2007,Liftbek,Mavi,1.5 L/76 a.g./Hibrid,225 000 km,Variator,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",18 200 AZN,5.0,2.0,Amerika
2606,2606,Bakı,Chevrolet,Trax,2017,Offroader / SUV,Yaş Asfalt,1.4 L/140 a.g./Benzin,57 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənib",22 000 AZN,5.0,1.0,Amerika
2607,2607,Bakı,Opel,Astra,2004,Hetçbek,Qara,1.4 L/90 a.g./Benzin,220 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",10 950 AZN,4.0,1.0,Avropa
2608,2608,Bakı,Kia,Sorento,2020,Offroader / SUV,Ağ,1.6 L/230 a.g./Hibrid,38 451 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",68 800 AZN,5.0,1.0,Koreya
2609,2609,Bakı,Land Rover,Range Rover,2020,Offroader / SUV,Qara,5.0 L/550 a.g./Benzin,77 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",98 500 USD,5.0,2.0,Avropa
2610,2610,Sumqayıt,Opel,Astra,2010,Universal,Ağ,1.4 L/90 a.g./Benzin,220 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu var, rənglənməyib",12 300 AZN,5.0,1.0,Avropa
2611,2611,Bakı,Opel,Astra,1998,Universal,Göy,1.6 L/101 a.g./Benzin,490 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",6 900 AZN,5.0,2.0,Digər
2612,2612,Bakı,Renault,Megane,2009,Universal,Qırmızı,1.5 L/106 a.g./Dizel,241 050 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",12 600 AZN,5.0,2.0,Avropa
2613,2613,Bakı,Hyundai,Elantra,2013,Sedan,Göy,1.8 L/150 a.g./Benzin,200 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",20 000 AZN,5.0,2.0,Amerika
2614,2614,İmişli,GAZ,24-10,1991,Pikap,Göy,2.4 L/131 a.g./Benzin,250 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",2 600 AZN,5.0,0.0,Rusiya
2615,2615,Bakı,Toyota,Prius,2007,Liftbek,Yaş Asfalt,1.5 L/76 a.g./Hibrid,123 125 km,Variator,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 800 AZN,5.0,1.0,Amerika
2616,2616,Balakən,BMW,525,1996,Sedan,Gümüşü,2.5 L/192 a.g./Benzin,389 257 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",7 400 AZN,5.0,1.0,Digər
2617,2617,Bakı,Mercedes,C 230,1996,Sedan,Qara,2.3 L/193 a.g./Benzin,300 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",8 600 AZN,5.0,2.0,Avropa
2618,2618,Bakı,Kia,Ceed,2010,Hetçbek,Yaş Asfalt,1.4 L/90 a.g./Benzin,177 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",15 800 AZN,5.0,1.0,Avropa
2619,2619,Şəmkir,Kia,Sorento,2015,Offroader / SUV,Qara,2.0 L/184 a.g./Dizel,191 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",43 300 AZN,5.0,1.0,Koreya
2620,2620,Bakı,KAIYI,X3 Pro,2022,Offroader / SUV,Mavi,1.5 L/165 a.g./Benzin,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",37 230 AZN,5.0,1.0,Rəsmi diler
2621,2621,Bakı,Saipa,132,2013,Sedan,Ağ,1.3 L/69 a.g./Benzin,150 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənib",5 000 AZN,5.0,2.0,Avropa
2622,2622,Bakı,Toyota,Prado,2013,Offroader / SUV,Qara,2.7 L/163 a.g./Benzin,154 700 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",30 500 USD,7.0,2.0,Avropa
2623,2623,Bakı,Mercedes,S 500,2005,Sedan,Qara,5.5 L/388 a.g./Benzin,249 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",26 500 AZN,5.0,0.0,Avropa
2624,2624,Bakı,LADA (VAZ),Niva,2014,Offroader / SUV,Ağ,1.7 L/80 a.g./Benzin,121 500 km,Mexaniki,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",10 800 AZN,5.0,1.0,Avropa
2625,2625,Bakı,Mercedes,C 200,1998,Sedan,Gümüşü,2.0 L/136 a.g./Benzin,230 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 700 AZN,5.0,2.0,Avropa
2626,2626,Bakı,Kia,Sportage,2012,Offroader / SUV,Ağ,2.0 L/184 a.g./Benzin,124 806 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",26 700 AZN,5.0,0.0,Avropa
2627,2627,Bakı,ZIL,130,1985,Yük maşını,Mavi,6.0 L/150 a.g./Benzin,732 458 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",7 000 AZN,3.0,2.0,Rusiya
2628,2628,Bakı,Geely,Atlas Pro,2022,Offroader / SUV,Boz,1.5 L/190 a.g./Hibrid,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",45 900 AZN,5.0,1.0,Avropa
2629,2629,Bakı,Mitsubishi,Eclipse Cross,2022,Offroader / SUV,Ağ,2.0 L/150 a.g./Benzin,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",27 900 USD,5.0,1.0,Avropa
2630,2630,Bakı,Nissan,X-Trail,2022,Offroader / SUV,Boz,2.0 L/150 a.g./Benzin,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",48 230 AZN,5.0,1.0,Avropa
2631,2631,Sumqayıt,Ford,Fusion,2016,Sedan,Ağ,1.5 L/181 a.g./Benzin,119 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",19 900 AZN,5.0,1.0,Avropa
2632,2632,Bakı,BMW,528,2014,Universal,Ağ,2.0 L/245 a.g./Dizel,230 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",32 500 AZN,5.0,1.0,Avropa
2633,2633,Bakı,Chevrolet,Malibu,2017,Sedan,Ağ,1.5 L/160 a.g./Benzin,220 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",19 000 AZN,5.0,1.0,Avropa
2634,2634,Bakı,Ford,Fusion,2016,Sedan,Qara,1.5 L/181 a.g./Benzin,163 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",18 800 AZN,4.0,2.0,Amerika
2635,2635,Bakı,Ford,Fusion,2017,Sedan,Göy,1.5 L/181 a.g./Benzin,80 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",22 800 AZN,5.0,1.0,Avropa
2636,2636,Bakı,Toyota,Corolla,2013,Sedan,Ağ,1.8 L/136 a.g./Benzin,162 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",21 900 AZN,5.0,2.0,Amerika
2637,2637,Bakı,Khazar,LX,2021,Sedan,Ağ,1.7 L/113 a.g./Benzin,50 500 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",12 500 AZN,5.0,1.0,Rəsmi diler
2638,2638,Bakı,Land Rover,Defender,2023,Offroader / SUV,Qara,3.0 L/400 a.g./Benzin,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",165 500 USD,5.0,1.0,Avropa
2639,2639,Bakı,Land Rover,Defender,2022,Offroader / SUV,Boz,3.0 L/400 a.g./Benzin,1 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",120 000 USD,5.0,1.0,Avropa
2640,2640,Bakı,Kia,Sportage,2012,Offroader / SUV,Ağ,2.0 L/184 a.g./Benzin,124 806 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",26 700 AZN,5.0,0.0,Avropa
