,Unnamed: 0,Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti,Qiyməti,Yerlərin sayı,Sahiblər,Hansı bazar üçün yığılıb
2641,2641,Bakı,ZIL,130,1985,Yük maşını,Mavi,6.0 L/150 a.g./Benzin,732 458 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",7 000 AZN,3.0,2.0,Rusiya
2642,2642,Bakı,Chevrolet,Cruze,2016,Sedan,Göy,1.4 L/153 a.g./Benzin,138 404 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənib",18 900 AZN,5.0,1.0,Amerika
2643,2643,Bakı,Mercedes,GL 350,2011,Offroader / SUV,Ağ,3.0 L/265 a.g./Dizel,302 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",27 500 USD,5.0,1.0,Avropa
2644,2644,Bakı,Honda,Civic,2013,Sedan,Gümüşü,1.5 L/90 a.g./Hibrid,232 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",18 200 AZN,4.0,1.0,Amerika
2645,2645,Bakı,Kia,Sorento,2018,Offroader / SUV,Ağ,2.0 L/184 a.g./Dizel,92 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",47 500 AZN,5.0,1.0,Koreya
2646,2646,Bakı,Toyota,RAV 4,2022,Offroader / SUV,Ağ,2.0 L/175 a.g./Benzin,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",34 500 USD,5.0,1.0,Avropa
2647,2647,Bakı,Lexus,GX 470,2003,Offroader / SUV,Qara,4.7 L/238 a.g./Benzin,235 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",26 900 AZN,7.0,1.0,Avropa
2648,2648,Şirvan,Mercedes,Sprinter 413,2006,Mikroavtobus,Ağ,2.2 L/129 a.g./Dizel,110 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",24 500 AZN,5.0,2.0,Digər
2649,2649,Bakı,Infiniti,FX35,2006,Offroader / SUV,Qara,3.5 L/280 a.g./Benzin,229 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənib",16 800 AZN,5.0,1.0,Avropa
2650,2650,Sumqayıt,Ford,Fusion,2015,Sedan,Yaş Asfalt,1.5 L/181 a.g./Benzin,103 200 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",20 500 AZN,5.0,2.0,Amerika
2651,2651,Bakı,Fiat,Doblo,2008,Furqon,Qızılı,1.3 L/85 a.g./Dizel,168 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",7 800 AZN,5.0,2.0,Avropa
2652,2652,Bakı,Volkswagen,ID.6,2022,Offroader / SUV,Ağ,0.0 L/204 a.g./Elektro,0 km,Avtomat,Arxa,Bəli,"Vuruğu yoxdur, rənglənməyib",44 100 USD,7.0,1.0,Avropa
2653,2653,Bakı,LADA (VAZ),Niva,2019,Offroader / SUV,Boz,1.7 L/80 a.g./Benzin,44 000 km,Mexaniki,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",16 800 AZN,5.0,1.0,Avropa
2654,2654,Bakı,BMW,528,2014,Sedan,Yaş Asfalt,2.0 L/245 a.g./Benzin,76 875 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",21 700 USD,5.0,2.0,Avropa
2655,2655,Bakı,Mercedes,ML 350,2008,Offroader / SUV,Ağ,3.5 L/272 a.g./Benzin,157 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",24 800 AZN,5.0,2.0,Avropa
2656,2656,Bakı,GAZ,33021,2001,Yük maşını,Ağ,2.3 L/131 a.g./Benzin,350 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",7 500 AZN,5.0,1.0,Avropa
2657,2657,Bakı,Toyota,Camry,2022,Sedan,Qara,2.5 L/181 a.g./Benzin,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",51 400 USD,5.0,1.0,Avropa
2658,2658,Bakı,Land Rover,Range Rover,2016,Offroader / SUV,Qara,5.0 L/510 a.g./Benzin,64 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",84 800 USD,4.0,2.0,Avropa
2659,2659,Xaçmaz,Chevrolet,Malibu,2018,Sedan,Yaş Asfalt,1.5 L/163 a.g./Benzin,115 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",20 500 AZN,5.0,1.0,Amerika
2660,2660,Bakı,Hyundai,ix35,2011,Offroader / SUV,Yaş Asfalt,2.0 L/163 a.g./Benzin,220 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",22 500 AZN,4.0,2.0,Rəsmi diler
2661,2661,Bakı,Kia,Optima,2017,Sedan,Gümüşü,2.4 L/188 a.g./Benzin,87 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",28 800 AZN,5.0,2.0,Amerika
2662,2662,Bakı,Honda,Insight,2011,Liftbek,Qara,1.3 L/88 a.g./Hibrid,182 500 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 700 AZN,5.0,1.0,Avropa
2663,2663,Bakı,Mercedes,C 240,2002,Sedan,Göy,2.4 L/170 a.g./Benzin,380 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",11 900 AZN,5.0,2.0,Avropa
2664,2664,Bakı,Mitsubishi,Eclipse Cross,2022,Offroader / SUV,Qəhvəyi,2.0 L/150 a.g./Benzin,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",27 900 USD,5.0,1.0,Avropa
2665,2665,Bakı,Mercedes,V 250,2021,Minivan,Qara,2.5 L/190 a.g./Dizel,41 200 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",121 000 USD,6.0,1.0,Avropa
2666,2666,Bakı,Mitsubishi,Outlander,2022,Offroader / SUV,Göy,2.5 L/181 a.g./Benzin,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",35 900 USD,7.0,1.0,Avropa
2667,2667,Bakı,Fiat,Doblo,2022,Furqon,Ağ,1.4 L/95 a.g./Benzin,0 km,Mexaniki,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",45 800 AZN,5.0,1.0,Avropa
2668,2668,Bakı,Hyundai,Tucson,2016,Offroader / SUV,Qara,1.6 L/177 a.g./Benzin,177 028 km,Avtomat,Tam,Xeyr,"Vuruğu var, rənglənib",32 000 AZN,5.0,1.0,Amerika
2669,2669,Bakı,Mercedes,Actros 1844,2010,Dartqı,Göy,12 L/440 a.g./Dizel,1 300 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",70 000 USD,3.0,1.0,Avropa
2670,2670,Bakı,Hyundai,Santa Fe,2013,Offroader / SUV,Qara,2.0 L/265 a.g./Benzin,102 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",30 900 AZN,5.0,1.0,Amerika
2671,2671,Bakı,Land Rover,Range Rover,2022,Offroader / SUV,Qara,5.0 L/530 a.g./Benzin,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",295 900 USD,5.0,1.0,Rəsmi diler
2672,2672,Bakı,Hyundai,Sonata,2005,Sedan,Bej,2.4 L/150 a.g./Benzin,157 652 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",8 400 AZN,5.0,1.0,Amerika
2673,2673,Bakı,Ford,Fusion,2017,Sedan,Qara,1.5 L/181 a.g./Benzin,48 280 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",19 900 AZN,5.0,1.0,Amerika
2674,2674,Bakı,Land Rover,Discovery,2012,Offroader / SUV,Qara,3.0 L/245 a.g./Dizel,198 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",28 500 USD,7.0,2.0,Avropa
2675,2675,Bakı,Toyota,Corolla,2005,Universal,Mavi,1.4 L/90 a.g./Dizel,188 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",15 000 AZN,5.0,0.0,Avropa
2676,2676,Bakı,Kia,Optima,2017,Sedan,Gümüşü,2.4 L/188 a.g./Benzin,87 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",28 800 AZN,5.0,2.0,Amerika
2677,2677,Bakı,Honda,Insight,2011,Liftbek,Qara,1.3 L/88 a.g./Hibrid,182 500 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 700 AZN,5.0,1.0,Avropa
2678,2678,Bakı,Mercedes,C 240,2002,Sedan,Göy,2.4 L/170 a.g./Benzin,380 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",11 900 AZN,5.0,2.0,Avropa
2679,2679,Bakı,Ford,Mondeo,2010,Sedan,Ağ,2.0 L/150 a.g./Benzin,171 665 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 000 AZN,5.0,2.0,Avropa
2680,2680,Bakı,Hyundai,Sonata,2020,Sedan,Qara,2.5 L/180 a.g./Benzin,30 300 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",35 500 USD,4.0,1.0,Rəsmi diler
2681,2681,Bakı,Porsche,Panamera GTS,2016,Liftbek,Yaş Asfalt,4.8 L/440 a.g./Benzin,81 800 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",51 900 USD,4.0,2.0,Avropa
2682,2682,Bərdə,LADA (VAZ),2107,2004,Sedan,Ağ,1.6 L/75 a.g./Benzin,60 670 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",5 500 AZN,5.0,1.0,Rusiya
2683,2683,Bakı,BMW,528,1998,Sedan,Göy,2.8 L/193 a.g./Benzin,380 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",9 200 AZN,5.0,1.0,Avropa
2684,2684,Bakı,Honda,Accord,2012,Sedan,Qara,2.4 L/190 a.g./Benzin,208 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",20 800 AZN,5.0,1.0,Rəsmi diler
2685,2685,Bakı,Hyundai,H 100,2011,Furqon,Ağ,2.6 L/167 a.g./Dizel,145 861 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",19 000 AZN,5.0,1.0,Digər
2686,2686,Bakı,Lexus,LX 570,2013,Offroader / SUV,Ağ,5.7 L/383 a.g./Benzin,91 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",49 900 USD,7.0,2.0,Avropa
2687,2687,Bakı,Nissan,X-Trail,2013,Offroader / SUV,Ağ,2.5 L/169 a.g./Benzin,105 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",28 400 AZN,5.0,1.0,Avropa
2688,2688,Bakı,LADA (VAZ),Largus Cross,2021,Universal,Qızılı,1.6 L/106 a.g./Benzin,28 500 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",25 400 AZN,7.0,1.0,Avropa
2689,2689,Astara,LADA (VAZ),2115,2011,Sedan,Yaş Asfalt,1.6 L/83 a.g./Benzin,215 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",8 600 AZN,5.0,2.0,Digər
2690,2690,Bakı,LADA (VAZ),2107,2009,Sedan,Ağ,1.6 L/75 a.g./Benzin,100 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənib",6 800 AZN,5.0,2.0,Avropa
2691,2691,Bakı,Honda,Civic,2007,Sedan,Mavi,1.3 L/99 a.g./Hibrid,399 400 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",12 700 AZN,5.0,0.0,Avropa
2692,2692,Bakı,Hyundai,Sonata,2007,Sedan,Gümüşü,2.0 L/163 a.g./Dizel,197 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",18 000 AZN,5.0,2.0,Avropa
2693,2693,Gəncə,Kia,Sorento,2013,Offroader / SUV,Gümüşü,2.0 L/175 a.g./Dizel,181 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",32 600 AZN,5.0,1.0,Koreya
2694,2694,Bakı,Tofas,Sahin,1998,Sedan,Sarı,1.6 L/86 a.g./Benzin,197 457 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",2 900 AZN,5.0,1.0,Avropa
2695,2695,Bakı,LADA (VAZ),Niva,2020,Offroader / SUV,Boz,1.7 L/80 a.g./Benzin,53 000 km,Mexaniki,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",18 200 AZN,4.0,1.0,Avropa
2696,2696,Bakı,Mercedes,S 63 AMG,2009,Sedan,Qara,6.2 L/525 a.g./Benzin,135 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",29 500 USD,5.0,1.0,Avropa
2697,2697,Bakı,Chevrolet,Cruze,2013,Sedan,Ağ,1.4 L/141 a.g./Benzin,225 308 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 900 AZN,5.0,1.0,Avropa
2698,2698,Bakı,Mercedes,C 180,1994,Sedan,Göy,1.8 L/122 a.g./Benzin,609 110 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",6 700 AZN,5.0,1.0,Avropa
2699,2699,Bakı,Kia,Sportage,1998,Offroader / SUV,Yaşıl,2.0 L/128 a.g./Benzin,231 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənib",6 200 AZN,5.0,1.0,Amerika
2700,2700,Bakı,Nissan,Tiida,2012,Hetçbek,Gümüşü,1.5 L/109 a.g./Benzin,46 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 300 AZN,5.0,1.0,Yaponiya
2701,2701,Bakı,Lexus,UX 250h,2022,Offroader / SUV,Qara,2.5 L/218 a.g./Hibrid,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",45 000 USD,5.0,1.0,Rəsmi diler
2702,2702,Bakı,Geely,Okavango,2022,Offroader / SUV,Qara,1.5 L/190 a.g./Hibrid,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",51 900 AZN,5.0,1.0,Avropa
2703,2703,Bakı,Volkswagen,Polo,2022,Liftbek,Ağ,1.6 L/110 a.g./Benzin,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",28 900 AZN,5.0,1.0,Avropa
2704,2704,Bakı,Kia,Soul,2011,Hetçbek,Gümüşü,1.6 L/140 a.g./Benzin,249 641 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",18 000 AZN,5.0,1.0,Amerika
2705,2705,Bakı,Volkswagen,Touareg,2012,Offroader / SUV,Qara,3.6 L/249 a.g./Benzin,134 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",20 500 USD,5.0,2.0,Avropa
2706,2706,Bakı,Hyundai,Accent,2013,Sedan,Ağ,1.4 L/108 a.g./Benzin,161 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",18 400 AZN,4.0,1.0,Avropa
2707,2707,Bakı,BMW,X5,2015,Offroader / SUV,Qara,4.4 L/450 a.g./Benzin,103 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",47 600 USD,5.0,1.0,Rəsmi diler
2708,2708,Bakı,Jaguar,F-Type R,2014,Kupe,Qara,5.0 L/550 a.g./Benzin,23 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",53 000 USD,5.0,1.0,Avropa
2709,2709,Bakı,Mercedes,E 240,2001,Sedan,Göy,2.6 L/170 a.g./Benzin,220 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",15 300 AZN,5.0,1.0,Avropa
2710,2710,Bakı,Land Rover,Defender,2022,Offroader / SUV,Boz,3.0 L/400 a.g./Benzin,1 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",120 000 USD,5.0,1.0,Avropa
2711,2711,Bakı,BMW,528,2016,Sedan,Boz,2.0 L/245 a.g./Benzin,87 500 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",27 700 USD,5.0,1.0,Avropa
2712,2712,Bakı,Volkswagen,Passat,2012,Sedan,Ağ,1.8 L/160 a.g./Benzin,225 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",16 500 AZN,5.0,1.0,Rəsmi diler
2713,2713,Bakı,Chery,Amulet (A15),2008,Sedan,Qara,1.6 L/88 a.g./Benzin,200 800 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",3 800 AZN,5.0,1.0,Avropa
2714,2714,Qusar,LADA (VAZ),Niva,1981,Offroader / SUV,Ağ,1.6 L/75 a.g./Benzin,400 280 km,Mexaniki,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",3 000 AZN,5.0,1.0,Rusiya
2715,2715,Bakı,Toyota,Corolla,2006,Hetçbek,Bej,1.4 L/97 a.g./Benzin,165 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 350 AZN,5.0,1.0,Avropa
2716,2716,Bakı,Opel,Astra,2011,Universal,Mavi,1.3 L/90 a.g./Dizel,203 232 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 800 AZN,5.0,3.0,Avropa
2717,2717,Bakı,Mercedes,Viano,2008,Van,Qara,3.0 L/204 a.g./Dizel,337 962 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",32 800 AZN,7.0,1.0,Avropa
2718,2718,Bakı,Renault,Megane,2009,Hetçbek,Göy,1.5 L/106 a.g./Dizel,329 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",10 500 AZN,5.0,1.0,Avropa
2719,2719,Bakı,Land Rover,RR Sport,2010,Offroader / SUV,Qara,3.6 L/272 a.g./Dizel,282 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",30 010 USD,5.0,2.0,Avropa
2720,2720,Bakı,Opel,Astra,2005,Universal,Yaş Asfalt,1.4 L/90 a.g./Benzin,172 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",11 200 AZN,5.0,1.0,Avropa
2721,2721,Bakı,Kia,Ceed,2011,Universal,Göy,1.6 L/115 a.g./Dizel,183 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",16 700 AZN,5.0,1.0,Avropa
2722,2722,Bakı,Hyundai,Veracruz,2008,Offroader / SUV,Ağ,3.8 L/264 a.g./Benzin,203 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",23 000 AZN,7.0,2.0,Avropa
2723,2723,Bakı,Land Rover,RR Sport,2017,Offroader / SUV,Qara,3.0 L/340 a.g./Benzin,74 500 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",56 600 USD,5.0,1.0,Avropa
2724,2724,Bakı,Jaguar,F-Pace R,2022,Offroader / SUV,Boz,2.0 L/250 a.g./Benzin,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",94 000 USD,5.0,1.0,Rəsmi diler
2725,2725,Bakı,Opel,Astra,2001,Universal,Qara,2.0 L/136 a.g./Benzin,165 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",8 900 AZN,5.0,2.0,Avropa
2726,2726,Bakı,Jaguar,F-Type,2019,Kupe,Qırmızı,3.0 L/340 a.g./Benzin,0 km,Avtomat,Arxa,Bəli,"Vuruğu yoxdur, rənglənməyib",72 500 USD,5.0,1.0,Avropa
2727,2727,Bakı,Ford,Fusion,2018,Sedan,Yaş Asfalt,1.5 L/181 a.g./Benzin,45 700 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",25 800 AZN,5.0,1.0,Avropa
2728,2728,Bakı,Jaguar,F-Type,2019,Kabriolet,Göy,2.0 L/300 a.g./Benzin,0 km,Avtomat,Arxa,Bəli,"Vuruğu yoxdur, rənglənməyib",69 900 USD,5.0,1.0,Avropa
2729,2729,Gəncə,LADA (VAZ),2107,2005,Sedan,Ağ,1.6 L/75 a.g./Benzin,130 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",6 550 AZN,5.0,0.0,Avropa
2730,2730,Bakı,Jaguar,XF,2019,Sedan,Qırmızı,2.0 L/250 a.g./Benzin,0 km,Avtomat,Arxa,Bəli,"Vuruğu yoxdur, rənglənməyib",58 800 USD,5.0,1.0,Avropa
2731,2731,Bakı,Jaguar,F-Type R,2019,Rodster,Qara,2.0 L/300 a.g./Benzin,0 km,Avtomat,Arxa,Bəli,"Vuruğu yoxdur, rənglənməyib",69 900 USD,5.0,1.0,Rəsmi diler
2732,2732,Bakı,Hyundai,Sonata,2015,Sedan,Ağ,2.0 L/245 a.g./Benzin,145 245 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənib",29 500 AZN,5.0,1.0,Koreya
2733,2733,Bakı,Hyundai,Santa Fe,2018,Offroader / SUV,Ağ,2.0 L/184 a.g./Dizel,105 964 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",51 000 AZN,5.0,1.0,Koreya
2734,2734,Bakı,Kia,Sorento,2010,Offroader / SUV,Boz,2.0 L/184 a.g./Dizel,176 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",26 700 AZN,7.0,1.0,Koreya
2735,2735,Bakı,Hyundai,Grandeur,2020,Sedan,Qara,2.4 L/159 a.g./Hibrid,34 000 km,Avtomat,Ön,Xeyr,"Vuruğu var, rənglənməyib",67 920 AZN,5.0,1.0,Koreya
2736,2736,Bakı,Haval,H6,2022,Offroader / SUV,Mavi,1.5 L/243 a.g./Hibrid,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",58 900 AZN,5.0,1.0,Rəsmi diler
2737,2737,Bakı,Honda,CR-V,2022,Offroader / SUV,Qara,2.4 L/186 a.g./Benzin,0 km,Variator,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",40 900 USD,5.0,1.0,Avropa
2738,2738,Bakı,Changan,Benni E-Star,2022,Hetçbek,Ağ,0.0 L/75 a.g./Elektro,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",28 900 AZN,5.0,1.0,Avropa
2739,2739,Bakı,Hyundai,Sonata,2022,Sedan,Yaş Asfalt,2.0 L/165 a.g./Benzin,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",59 900 AZN,5.0,1.0,Rəsmi diler
2740,2740,Bakı,Opel,Astra,2010,Universal,Qırmızı,1.4 L/90 a.g./Benzin,195 555 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",12 500 AZN,4.0,1.0,Avropa
2741,2741,Bakı,Hyundai,Tucson,2016,Offroader / SUV,Qara,1.6 L/177 a.g./Benzin,177 028 km,Avtomat,Tam,Xeyr,"Vuruğu var, rənglənib",32 000 AZN,5.0,1.0,Amerika
2742,2742,Bakı,Hyundai,Sonata,2014,Sedan,Ağ,2.0 L/274 a.g./Benzin,155 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",27 200 AZN,5.0,1.0,Avropa
2743,2743,Zaqatala,BMW,530,2009,Sedan,Ağ,3.0 L/272 a.g./Benzin,248 600 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",21 500 AZN,5.0,1.0,Avropa
2744,2744,Bakı,Toyota,Prius,2008,Liftbek,Yaş Asfalt,1.5 L/76 a.g./Hibrid,156 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",11 000 AZN,5.0,1.0,Avropa
2745,2745,Bakı,Land Rover,Discovery,2021,Offroader / SUV,Ağ,3.0 L/340 a.g./Benzin,18 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",85 000 USD,7.0,1.0,Avropa
2746,2746,Bakı,Ford,Explorer,2020,Offroader / SUV,Ağ,2.3 L/300 a.g./Benzin,53 600 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",42 600 USD,6.0,1.0,Avropa
2747,2747,Bakı,Toyota,Prius,2012,Liftbek,Gümüşü,1.8 L/99 a.g./Hibrid,205 000 km,Variator,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",20 900 AZN,4.0,1.0,Amerika
2748,2748,Bakı,Hyundai,Santa Fe,2018,Offroader / SUV,Ağ,2.0 L/184 a.g./Dizel,105 964 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",51 000 AZN,5.0,1.0,Koreya
2749,2749,Bakı,Kia,Sorento,2010,Offroader / SUV,Boz,2.0 L/184 a.g./Dizel,176 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",26 700 AZN,7.0,1.0,Koreya
2750,2750,Bakı,Hyundai,Grandeur,2020,Sedan,Qara,2.4 L/159 a.g./Hibrid,34 000 km,Avtomat,Ön,Xeyr,"Vuruğu var, rənglənməyib",67 920 AZN,5.0,1.0,Koreya
2751,2751,Bakı,Opel,Astra,2005,Universal,Boz,1.4 L/90 a.g./Benzin,147 663 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",12 300 AZN,4.0,2.0,Avropa
2752,2752,Şəki,LADA (VAZ),21099,1992,Sedan,Ağ,1.5 L/78 a.g./Benzin,698 500 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",3 500 AZN,5.0,1.0,Avropa
2753,2753,Bakı,Land Rover,RR Sport,2015,Offroader / SUV,Ağ,5.0 L/510 a.g./Benzin,39 800 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",54 000 USD,5.0,1.0,Rəsmi diler
2754,2754,Bakı,Hyundai,Santa Fe,2015,Offroader / SUV,Ağ,2.0 L/184 a.g./Dizel,162 447 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",38 900 AZN,5.0,1.0,Koreya
2755,2755,Bakı,Hyundai,Santa Fe,2006,Offroader / SUV,Qara,2.0 L/184 a.g./Dizel,251 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",20 900 AZN,5.0,1.0,Avropa
2756,2756,Bakı,Hyundai,Sonata,2010,Sedan,Gümüşü,2.0 L/163 a.g./Benzin,116 301 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənib",22 800 AZN,5.0,1.0,Koreya
2757,2757,Bakı,Kia,Carnival,2022,Minivan,Qara,2.2 L/202 a.g./Dizel,2 700 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",59 800 USD,5.0,1.0,Avropa
2758,2758,Bakı,BMW,528,2013,Sedan,Göy,2.0 L/245 a.g./Benzin,163 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",32 500 AZN,5.0,1.0,Avropa
